t, acceleration, velocity
9.220000,0.218538,2.019186
9.230000,0.218538,2.021372
9.240000,0.218537,2.023557
9.250000,0.218537,2.025742
9.260000,0.218536,2.027928
9.270000,0.218536,2.030113
9.280000,0.218535,2.032299
9.290000,0.218535,2.034484
9.300000,0.218534,2.036669
9.310000,0.218534,2.038855
9.320000,0.218533,2.041040
9.330000,0.218533,2.043225
9.340000,0.218532,2.045411
9.350000,0.218532,2.047596
9.360000,0.218531,2.049781
9.370000,0.218531,2.051967
9.380000,0.218530,2.054152
9.390000,0.218530,2.056337
9.400000,0.218529,2.058522
9.410000,0.218529,2.060708
9.420000,0.218528,2.062893
9.430000,0.218528,2.065078
9.440000,0.218527,2.067264
9.450000,0.218527,2.069449
9.460000,0.218526,2.071634
9.470000,0.218526,2.073819
9.480000,0.218526,2.076005
9.490000,0.218525,2.078190
9.500000,0.218525,2.080375
9.510000,0.218524,2.082560
9.520000,0.218524,2.084746
9.530000,0.218523,2.086931
9.540000,0.218523,2.089116
9.550000,0.218522,2.091301
9.560000,0.218522,2.093487
9.570000,0.218521,2.095672
9.580000,0.218521,2.097857
9.590000,0.218520,2.100042
9.600000,0.218520,2.102227
9.610000,0.218519,2.104413
9.620000,0.218519,2.106598
9.630000,0.218518,2.108783
9.640000,0.218518,2.110968
9.650000,0.218517,2.113153
9.660000,0.218517,2.115338
9.670000,0.218516,2.117524
9.680000,0.218516,2.119709
9.690000,0.218515,2.121894
9.700000,0.218515,2.124079
9.710000,0.218514,2.126264
9.720000,0.218514,2.128449
9.730000,0.218513,2.130635
9.740000,0.218513,2.132820
9.750000,0.218512,2.135005
9.760000,0.218512,2.137190
9.770000,0.218511,2.139375
9.780000,0.218511,2.141560
9.790000,0.218510,2.143745
9.800000,0.218510,2.145930
9.810000,0.218509,2.148115
9.820000,0.218509,2.150301
9.830000,0.218508,2.152486
9.840000,0.218508,2.154671
9.850000,0.218507,2.156856
9.860000,0.218507,2.159041
9.870000,0.218507,2.161226
9.880000,0.218506,2.163411
9.890000,0.218506,2.165596
9.900000,0.218505,2.167781
9.910000,0.218505,2.169966
9.920000,0.218504,2.172151
9.930000,0.218504,2.174336
9.940000,0.218503,2.176521
9.950000,0.218503,2.178706
9.960000,0.218502,2.180891
9.970000,0.218502,2.183076
9.980000,0.218501,2.185261
9.990000,0.218501,2.187446
10.000000,0.218500,2.189631
10.010000,0.218500,2.191816
10.020000,0.218499,2.194001
10.030000,0.218499,2.196186
10.040000,0.218498,2.198371
10.050000,0.218498,2.200556
10.060000,0.218497,2.202741
10.070000,0.218497,2.204926
10.080000,0.218496,2.207111
10.090000,0.218496,2.209296
10.100000,0.218495,2.211481
10.110000,0.218495,2.213666
10.120000,0.218494,2.215851
10.130000,0.218494,2.218036
10.140000,0.218493,2.220221
10.150000,0.218493,2.222406
10.160000,0.218492,2.224591
10.170000,0.218492,2.226776
10.180000,0.218491,2.228961
10.190000,0.218491,2.231146
10.200000,0.218490,2.233331
10.210000,0.218490,2.235515
10.220000,0.218489,2.237700
10.230000,0.218489,2.239885
10.240000,0.218488,2.242070
10.250000,0.218488,2.244255
10.260000,0.218488,2.246440
10.270000,0.218487,2.248625
10.280000,0.218487,2.250810
10.290000,0.218486,2.252995
10.300000,0.218486,2.255179
10.310000,0.218485,2.257364
10.320000,0.218485,2.259549
10.330000,0.218484,2.261734
10.340000,0.218484,2.263919
10.350000,0.218483,2.266104
10.360000,0.218483,2.268288
10.370000,0.218482,2.270473
10.380000,0.218482,2.272658
10.390000,0.218481,2.274843
10.400000,0.218481,2.277028
10.410000,0.218480,2.279213
10.420000,0.218480,2.281397
10.430000,0.218479,2.283582
10.440000,0.218479,2.285767
10.450000,0.218478,2.287952
10.460000,0.218478,2.290136
10.470000,0.218477,2.292321
10.480000,0.218477,2.294506
10.490000,0.218476,2.296691
10.500000,0.218476,2.298876
10.510000,0.218475,2.301060
10.520000,0.218475,2.303245
10.530000,0.218474,2.305430
10.540000,0.218474,2.307615
10.550000,0.218473,2.309799
10.560000,0.218473,2.311984
10.570000,0.218472,2.314169
10.580000,0.218472,2.316353
10.590000,0.218471,2.318538
10.600000,0.218471,2.320723
10.610000,0.218470,2.322908
10.620000,0.218470,2.325092
10.630000,0.218469,2.327277
10.640000,0.218469,2.329462
10.650000,0.218469,2.331646
10.660000,0.218468,2.333831
10.670000,0.218468,2.336016
10.680000,0.218467,2.338200
10.690000,0.218467,2.340385
10.700000,0.218466,2.342570
10.710000,0.218466,2.344754
10.720000,0.218465,2.346939
10.730000,0.218465,2.349124
10.740000,0.218464,2.351308
10.750000,0.218464,2.353493
10.760000,0.218463,2.355678
10.770000,0.218463,2.357862
10.780000,0.218462,2.360047
10.790000,0.218462,2.362232
10.800000,0.218461,2.364416
10.810000,0.218461,2.366601
10.820000,0.218460,2.368785
10.830000,0.218460,2.370970
10.840000,0.218459,2.373155
10.850000,0.218459,2.375339
10.860000,0.218458,2.377524
10.870000,0.218458,2.379708
10.880000,0.218457,2.381893
10.890000,0.218457,2.384078
10.900000,0.218456,2.386262
10.910000,0.218456,2.388447
10.920000,0.218455,2.390631
10.930000,0.218455,2.392816
10.940000,0.218454,2.395000
10.950000,0.218454,2.397185
10.960000,0.218453,2.399369
10.970000,0.218453,2.401554
10.980000,0.218452,2.403738
10.990000,0.218452,2.405923
11.000000,0.218451,2.408108
11.010000,0.218451,2.410292
11.020000,0.218450,2.412477
11.030000,0.218450,2.414661
11.040000,0.218450,2.416846
11.050000,0.218449,2.419030
11.060000,0.218449,2.421215
11.070000,0.218448,2.423399
11.080000,0.218448,2.425583
11.090000,0.218447,2.427768
11.100000,0.218447,2.429952
11.110000,0.218446,2.432137
11.120000,0.218446,2.434321
11.130000,0.218445,2.436506
11.140000,0.218445,2.438690
11.150000,0.218444,2.440875
11.160000,0.218444,2.443059
11.170000,0.218443,2.445244
11.180000,0.218443,2.447428
11.190000,0.218442,2.449612
11.200000,0.218442,2.451797
11.210000,0.218441,2.453981
11.220000,0.218441,2.456166
11.230000,0.218440,2.458350
11.240000,0.218440,2.460535
11.250000,0.218439,2.462719
11.260000,0.218439,2.464903
11.270000,0.218438,2.467088
11.280000,0.218438,2.469272
11.290000,0.218437,2.471456
11.300000,0.218437,2.473641
11.310000,0.218436,2.475825
11.320000,0.218436,2.478010
11.330000,0.218435,2.480194
11.340000,0.218435,2.482378
11.350000,0.218434,2.484563
11.360000,0.218434,2.486747
11.370000,0.218433,2.488931
11.380000,0.218433,2.491116
11.390000,0.218432,2.493300
11.400000,0.218432,2.495484
11.410000,0.218431,2.497669
11.420000,0.218431,2.499853
11.430000,0.218431,2.502037
11.440000,0.218430,2.504222
11.450000,0.218430,2.506406
11.460000,0.218429,2.508590
11.470000,0.218429,2.510774
11.480000,0.218428,2.512959
11.490000,0.218428,2.515143
11.500000,0.218427,2.517327
11.510000,0.218427,2.519512
11.520000,0.218426,2.521696
11.530000,0.218426,2.523880
11.540000,0.218425,2.526064
11.550000,0.218425,2.528249
11.560000,0.218424,2.530433
11.570000,0.218424,2.532617
11.580000,0.218423,2.534801
11.590000,0.218423,2.536986
11.600000,0.218422,2.539170
11.610000,0.218422,2.541354
11.620000,0.218421,2.543538
11.630000,0.218421,2.545722
11.640000,0.218420,2.547907
11.650000,0.218420,2.550091
11.660000,0.218419,2.552275
11.670000,0.218419,2.554459
11.680000,0.218418,2.556643
11.690000,0.218418,2.558828
11.700000,0.218417,2.561012
11.710000,0.218417,2.563196
11.720000,0.218416,2.565380
11.730000,0.218416,2.567564
11.740000,0.218415,2.569748
11.750000,0.218415,2.571933
11.760000,0.218414,2.574117
11.770000,0.218414,2.576301
11.780000,0.218413,2.578485
11.790000,0.218413,2.580669
11.800000,0.218413,2.582853
11.810000,0.218412,2.585037
11.820000,0.218412,2.587222
11.830000,0.218411,2.589406
11.840000,0.218411,2.591590
11.850000,0.218410,2.593774
11.860000,0.218410,2.595958
11.870000,0.218409,2.598142
11.880000,0.218409,2.600326
11.890000,0.218408,2.602510
11.900000,0.218408,2.604694
11.910000,0.218407,2.606878
11.920000,0.218407,2.609062
11.930000,0.218406,2.611247
11.940000,0.218406,2.613431
11.950000,0.218405,2.615615
11.960000,0.218405,2.617799
11.970000,0.218404,2.619983
11.980000,0.218404,2.622167
11.990000,0.218403,2.624351
12.000000,0.218403,2.626535
12.010000,0.218402,2.628719
12.020000,0.218402,2.630903
12.030000,0.218401,2.633087
12.040000,0.218401,2.635271
12.050000,0.218400,2.637455
12.060000,0.218400,2.639639
12.070000,0.218399,2.641823
12.080000,0.218399,2.644007
12.090000,0.218398,2.646191
12.100000,0.218398,2.648375
12.110000,0.218397,2.650559
12.120000,0.218397,2.652743
12.130000,0.218396,2.654927
12.140000,0.218396,2.657111
12.150000,0.218395,2.659295
12.160000,0.218395,2.661479
12.170000,0.218394,2.663663
12.180000,0.218394,2.665847
12.190000,0.218394,2.668031
12.200000,0.218393,2.670214
12.210000,0.218393,2.672398
12.220000,0.218392,2.674582
12.230000,0.218392,2.676766
12.240000,0.218391,2.678950
12.250000,0.218391,2.681134
12.260000,0.218390,2.683318
12.270000,0.218390,2.685502
12.280000,0.218389,2.687686
12.290000,0.218389,2.689870
12.300000,0.218388,2.692054
12.310000,0.218388,2.694237
12.320000,0.218387,2.696421
12.330000,0.218387,2.698605
12.340000,0.218386,2.700789
12.350000,0.218386,2.702973
12.360000,0.218385,2.705157
12.370000,0.218385,2.707341
12.380000,0.218384,2.709524
12.390000,0.218384,2.711708
12.400000,0.218383,2.713892
12.410000,0.218383,2.716076
12.420000,0.218382,2.718260
12.430000,0.218382,2.720444
12.440000,0.218381,2.722627
12.450000,0.218381,2.724811
12.460000,0.218380,2.726995
12.470000,0.218380,2.729179
12.480000,0.218379,2.731363
12.490000,0.218379,2.733546
12.500000,0.218378,2.735730
12.510000,0.218378,2.737914
12.520000,0.218377,2.740098
12.530000,0.218377,2.742282
12.540000,0.218376,2.744465
12.550000,0.218376,2.746649
12.560000,0.218375,2.748833
12.570000,0.218375,2.751017
12.580000,0.218375,2.753200
12.590000,0.218374,2.755384
12.600000,0.218374,2.757568
12.610000,0.218373,2.759752
12.620000,0.218373,2.761935
12.630000,0.218372,2.764119
12.640000,0.218372,2.766303
12.650000,0.218371,2.768487
12.660000,0.218371,2.770670
12.670000,0.218370,2.772854
12.680000,0.218370,2.775038
12.690000,0.218369,2.777221
12.700000,0.218369,2.779405
12.710000,0.218368,2.781589
12.720000,0.218368,2.783772
12.730000,0.218367,2.785956
12.740000,0.218367,2.788140
12.750000,0.218366,2.790323
12.760000,0.218366,2.792507
12.770000,0.218365,2.794691
12.780000,0.218365,2.796874
12.790000,0.218364,2.799058
12.800000,0.218364,2.801242
12.810000,0.218363,2.803425
12.820000,0.218363,2.805609
12.830000,0.218362,2.807793
12.840000,0.218362,2.809976
12.850000,0.218361,2.812160
12.860000,0.218361,2.814343
12.870000,0.218360,2.816527
12.880000,0.218360,2.818711
12.890000,0.218359,2.820894
12.900000,0.218359,2.823078
12.910000,0.218358,2.825261
12.920000,0.218358,2.827445
12.930000,0.218357,2.829629
12.940000,0.218357,2.831812
12.950000,0.218357,2.833996
12.960000,0.218356,2.836179
12.970000,0.218356,2.838363
12.980000,0.218355,2.840546
12.990000,0.218355,2.842730
13.000000,0.218354,2.844914
13.010000,0.218354,2.847097
13.020000,0.218353,2.849281
13.030000,0.218353,2.851464
13.040000,0.218352,2.853648
13.050000,0.218352,2.855831
13.060000,0.218351,2.858015
13.070000,0.218351,2.860198
13.080000,0.218350,2.862382
13.090000,0.218350,2.864565
13.100000,0.218349,2.866749
13.110000,0.218349,2.868932
13.120000,0.218348,2.871116
13.130000,0.218348,2.873299
13.140000,0.218347,2.875483
13.150000,0.218347,2.877666
13.160000,0.218346,2.879850
13.170000,0.218346,2.882033
13.180000,0.218345,2.884217
13.190000,0.218345,2.886400
13.200000,0.218344,2.888583
13.210000,0.218344,2.890767
13.220000,0.218343,2.892950
13.230000,0.218343,2.895134
13.240000,0.218342,2.897317
13.250000,0.218342,2.899501
13.260000,0.218341,2.901684
13.270000,0.218341,2.903867
13.280000,0.218340,2.906051
13.290000,0.218340,2.908234
13.300000,0.218339,2.910418
13.310000,0.218339,2.912601
13.320000,0.218339,2.914784
13.330000,0.218338,2.916968
13.340000,0.218338,2.919151
13.350000,0.218337,2.921335
13.360000,0.218337,2.923518
13.370000,0.218336,2.925701
13.380000,0.218336,2.927885
13.390000,0.218335,2.930068
13.400000,0.218335,2.932251
13.410000,0.218334,2.934435
13.420000,0.218334,2.936618
13.430000,0.218333,2.938801
13.440000,0.218333,2.940985
13.450000,0.218332,2.943168
13.460000,0.218332,2.945351
13.470000,0.218331,2.947535
13.480000,0.218331,2.949718
13.490000,0.218330,2.951901
13.500000,0.218330,2.954085
13.510000,0.218329,2.956268
13.520000,0.218329,2.958451
13.530000,0.218328,2.960634
13.540000,0.218328,2.962818
13.550000,0.218327,2.965001
13.560000,0.218327,2.967184
13.570000,0.218326,2.969368
13.580000,0.218326,2.971551
13.590000,0.218325,2.973734
13.600000,0.218325,2.975917
13.610000,0.218324,2.978101
13.620000,0.218324,2.980284
13.630000,0.218323,2.982467
13.640000,0.218323,2.984650
13.650000,0.218322,2.986834
13.660000,0.218322,2.989017
13.670000,0.218321,2.991200
13.680000,0.218321,2.993383
13.690000,0.218320,2.995566
13.700000,0.218320,2.997750
13.710000,0.218320,2.999933
13.720000,0.218319,3.002116
13.730000,0.218319,3.004299
13.740000,0.218318,3.006482
13.750000,0.218318,3.008666
13.760000,0.218317,3.010849
13.770000,0.218317,3.013032
13.780000,0.218316,3.015215
13.790000,0.218316,3.017398
13.800000,0.218315,3.019581
13.810000,0.218315,3.021765
13.820000,0.218314,3.023948
13.830000,0.218314,3.026131
13.840000,0.218313,3.028314
13.850000,0.218313,3.030497
13.860000,0.218312,3.032680
13.870000,0.218312,3.034863
13.880000,0.218311,3.037046
13.890000,0.218311,3.039230
13.900000,0.218310,3.041413
13.910000,0.218310,3.043596
13.920000,0.218309,3.045779
13.930000,0.218309,3.047962
13.940000,0.218308,3.050145
13.950000,0.218308,3.052328
13.960000,0.218307,3.054511
13.970000,0.218307,3.056694
13.980000,0.218306,3.058877
13.990000,0.218306,3.061060
14.000000,0.218305,3.063244
14.010000,0.218305,3.065427
14.020000,0.218304,3.067610
14.030000,0.218304,3.069793
14.040000,0.218303,3.071976
14.050000,0.218303,3.074159
14.060000,0.218302,3.076342
14.070000,0.218302,3.078525
14.080000,0.218302,3.080708
14.090000,0.218301,3.082891
14.100000,0.218301,3.085074
14.110000,0.218300,3.087257
14.120000,0.218300,3.089440
14.130000,0.218299,3.091623
14.140000,0.218299,3.093806
14.150000,0.218298,3.095989
14.160000,0.218298,3.098172
14.170000,0.218297,3.100355
14.180000,0.218297,3.102538
14.190000,0.218296,3.104721
14.200000,0.218296,3.106904
14.210000,0.218295,3.109087
14.220000,0.218295,3.111270
14.230000,0.218294,3.113453
14.240000,0.218294,3.115635
14.250000,0.218293,3.117818
14.260000,0.218293,3.120001
14.270000,0.218292,3.122184
14.280000,0.218292,3.124367
14.290000,0.218291,3.126550
14.300000,0.218291,3.128733
14.310000,0.218290,3.130916
14.320000,0.218290,3.133099
14.330000,0.218289,3.135282
14.340000,0.218289,3.137465
14.350000,0.218288,3.139648
14.360000,0.218288,3.141830
14.370000,0.218287,3.144013
14.380000,0.218287,3.146196
14.390000,0.218286,3.148379
14.400000,0.218286,3.150562
14.410000,0.218285,3.152745
14.420000,0.218285,3.154928
14.430000,0.218284,3.157110
14.440000,0.218284,3.159293
14.450000,0.218284,3.161476
14.460000,0.218283,3.163659
14.470000,0.218283,3.165842
14.480000,0.218282,3.168025
14.490000,0.218282,3.170207
14.500000,0.218281,3.172390
14.510000,0.218281,3.174573
14.520000,0.218280,3.176756
14.530000,0.218280,3.178939
14.540000,0.218279,3.181121
14.550000,0.218279,3.183304
14.560000,0.218278,3.185487
14.570000,0.218278,3.187670
14.580000,0.218277,3.189853
14.590000,0.218277,3.192035
14.600000,0.218276,3.194218
14.610000,0.218276,3.196401
14.620000,0.218275,3.198584
14.630000,0.218275,3.200766
14.640000,0.218274,3.202949
14.650000,0.218274,3.205132
14.660000,0.218273,3.207315
14.670000,0.218273,3.209497
14.680000,0.218272,3.211680
14.690000,0.218272,3.213863
14.700000,0.218271,3.216046
14.710000,0.218271,3.218228
14.720000,0.218270,3.220411
14.730000,0.218270,3.222594
14.740000,0.218269,3.224776
14.750000,0.218269,3.226959
14.760000,0.218268,3.229142
14.770000,0.218268,3.231324
14.780000,0.218267,3.233507
14.790000,0.218267,3.235690
14.800000,0.218266,3.237872
14.810000,0.218266,3.240055
14.820000,0.218265,3.242238
14.830000,0.218265,3.244420
14.840000,0.218265,3.246603
14.850000,0.218264,3.248786
14.860000,0.218264,3.250968
14.870000,0.218263,3.253151
14.880000,0.218263,3.255334
14.890000,0.218262,3.257516
14.900000,0.218262,3.259699
14.910000,0.218261,3.261882
14.920000,0.218261,3.264064
14.930000,0.218260,3.266247
14.940000,0.218260,3.268429
14.950000,0.218259,3.270612
14.960000,0.218259,3.272795
14.970000,0.218258,3.274977
14.980000,0.218258,3.277160
14.990000,0.218257,3.279342
15.000000,0.218257,3.281525
15.010000,0.218256,3.283707
15.020000,0.218256,3.285890
15.030000,0.218255,3.288073
15.040000,0.218255,3.290255
15.050000,0.218254,3.292438
15.060000,0.218254,3.294620
15.070000,0.218253,3.296803
15.080000,0.218253,3.298985
15.090000,0.218252,3.301168
15.100000,0.218252,3.303350
15.110000,0.218251,3.305533
15.120000,0.218251,3.307715
15.130000,0.218250,3.309898
15.140000,0.218250,3.312080
15.150000,0.218249,3.314263
15.160000,0.218249,3.316445
15.170000,0.218248,3.318628
15.180000,0.218248,3.320810
15.190000,0.218247,3.322993
15.200000,0.218247,3.325175
15.210000,0.218247,3.327358
15.220000,0.218246,3.329540
15.230000,0.218246,3.331723
15.240000,0.218245,3.333905
15.250000,0.218245,3.336088
15.260000,0.218244,3.338270
15.270000,0.218244,3.340452
15.280000,0.218243,3.342635
15.290000,0.218243,3.344817
15.300000,0.218242,3.347000
15.310000,0.218242,3.349182
15.320000,0.218241,3.351365
15.330000,0.218241,3.353547
15.340000,0.218240,3.355729
15.350000,0.218240,3.357912
15.360000,0.218239,3.360094
15.370000,0.218239,3.362277
15.380000,0.218238,3.364459
15.390000,0.218238,3.366641
15.400000,0.218237,3.368824
15.410000,0.218237,3.371006
15.420000,0.218236,3.373188
15.430000,0.218236,3.375371
15.440000,0.218235,3.377553
15.450000,0.218235,3.379736
15.460000,0.218234,3.381918
15.470000,0.218234,3.384100
15.480000,0.218233,3.386283
15.490000,0.218233,3.388465
15.500000,0.218232,3.390647
15.510000,0.218232,3.392830
15.520000,0.218231,3.395012
15.530000,0.218231,3.397194
15.540000,0.218230,3.399377
15.550000,0.218230,3.401559
15.560000,0.218229,3.403741
15.570000,0.218229,3.405923
15.580000,0.218229,3.408106
15.590000,0.218228,3.410288
15.600000,0.218228,3.412470
15.610000,0.218227,3.414653
15.620000,0.218227,3.416835
15.630000,0.218226,3.419017
15.640000,0.218226,3.421199
15.650000,0.218225,3.423382
15.660000,0.218225,3.425564
15.670000,0.218224,3.427746
15.680000,0.218224,3.429928
15.690000,0.218223,3.432111
15.700000,0.218223,3.434293
15.710000,0.218222,3.436475
15.720000,0.218222,3.438657
15.730000,0.218221,3.440839
15.740000,0.218221,3.443022
15.750000,0.218220,3.445204
15.760000,0.218220,3.447386
15.770000,0.218219,3.449568
15.780000,0.218219,3.451750
15.790000,0.218218,3.453933
15.800000,0.218218,3.456115
15.810000,0.218217,3.458297
15.820000,0.218217,3.460479
15.830000,0.218216,3.462661
15.840000,0.218216,3.464844
15.850000,0.218215,3.467026
15.860000,0.218215,3.469208
15.870000,0.218214,3.471390
15.880000,0.218214,3.473572
15.890000,0.218213,3.475754
15.900000,0.218213,3.477936
15.910000,0.218212,3.480119
15.920000,0.218212,3.482301
15.930000,0.218211,3.484483
15.940000,0.218211,3.486665
15.950000,0.218211,3.488847
15.960000,0.218210,3.491029
15.970000,0.218210,3.493211
15.980000,0.218209,3.495393
15.990000,0.218209,3.497575
16.000000,0.218208,3.499757
16.010000,0.218208,3.501940
16.020000,0.218207,3.504122
16.030000,0.218207,3.506304
16.040000,0.218206,3.508486
16.050000,0.218206,3.510668
16.060000,0.218205,3.512850
16.070000,0.218205,3.515032
16.080000,0.218204,3.517214
16.090000,0.218204,3.519396
16.100000,0.218203,3.521578
16.110000,0.218203,3.523760
16.120000,0.218202,3.525942
16.130000,0.218202,3.528124
16.140000,0.218201,3.530306
16.150000,0.218201,3.532488
16.160000,0.218200,3.534670
16.170000,0.218200,3.536852
16.180000,0.218199,3.539034
16.190000,0.218199,3.541216
16.200000,0.218198,3.543398
16.210000,0.218198,3.545580
16.220000,0.218197,3.547762
16.230000,0.218197,3.549944
16.240000,0.218196,3.552126
16.250000,0.218196,3.554308
16.260000,0.218195,3.556490
16.270000,0.218195,3.558672
16.280000,0.218194,3.560854
16.290000,0.218194,3.563036
16.300000,0.218193,3.565218
16.310000,0.218193,3.567400
16.320000,0.218193,3.569582
16.330000,0.218192,3.571764
16.340000,0.218192,3.573946
16.350000,0.218191,3.576127
16.360000,0.218191,3.578309
16.370000,0.218190,3.580491
16.380000,0.218190,3.582673
16.390000,0.218189,3.584855
16.400000,0.218189,3.587037
16.410000,0.218188,3.589219
16.420000,0.218188,3.591401
16.430000,0.218187,3.593583
16.440000,0.218187,3.595764
16.450000,0.218186,3.597946
16.460000,0.218186,3.600128
16.470000,0.218185,3.602310
16.480000,0.218185,3.604492
16.490000,0.218184,3.606674
16.500000,0.218184,3.608856
16.510000,0.218183,3.611037
16.520000,0.218183,3.613219
16.530000,0.218182,3.615401
16.540000,0.218182,3.617583
16.550000,0.218181,3.619765
16.560000,0.218181,3.621947
16.570000,0.218180,3.624128
16.580000,0.218180,3.626310
16.590000,0.218179,3.628492
16.600000,0.218179,3.630674
16.610000,0.218178,3.632856
16.620000,0.218178,3.635037
16.630000,0.218177,3.637219
16.640000,0.218177,3.639401
16.650000,0.218176,3.641583
16.660000,0.218176,3.643764
16.670000,0.218175,3.645946
16.680000,0.218175,3.648128
16.690000,0.218175,3.650310
16.700000,0.218174,3.652491
16.710000,0.218174,3.654673
16.720000,0.218173,3.656855
16.730000,0.218173,3.659037
16.740000,0.218172,3.661218
16.750000,0.218172,3.663400
16.760000,0.218171,3.665582
16.770000,0.218171,3.667763
16.780000,0.218170,3.669945
16.790000,0.218170,3.672127
16.800000,0.218169,3.674309
16.810000,0.218169,3.676490
16.820000,0.218168,3.678672
16.830000,0.218168,3.680854
16.840000,0.218167,3.683035
16.850000,0.218167,3.685217
16.860000,0.218166,3.687399
16.870000,0.218166,3.689580
16.880000,0.218165,3.691762
16.890000,0.218165,3.693944
16.900000,0.218164,3.696125
16.910000,0.218164,3.698307
16.920000,0.218163,3.700489
16.930000,0.218163,3.702670
16.940000,0.218162,3.704852
16.950000,0.218162,3.707033
16.960000,0.218161,3.709215
16.970000,0.218161,3.711397
16.980000,0.218160,3.713578
16.990000,0.218160,3.715760
17.000000,0.218159,3.717941
17.010000,0.218159,3.720123
17.020000,0.218158,3.722305
17.030000,0.218158,3.724486
17.040000,0.218158,3.726668
17.050000,0.218157,3.728849
17.060000,0.218157,3.731031
17.070000,0.218156,3.733213
17.080000,0.218156,3.735394
17.090000,0.218155,3.737576
17.100000,0.218155,3.739757
17.110000,0.218154,3.741939
17.120000,0.218154,3.744120
17.130000,0.218153,3.746302
17.140000,0.218153,3.748483
17.150000,0.218152,3.750665
17.160000,0.218152,3.752846
17.170000,0.218151,3.755028
17.180000,0.218151,3.757209
17.190000,0.218150,3.759391
17.200000,0.218150,3.761572
17.210000,0.218149,3.763754
17.220000,0.218149,3.765935
17.230000,0.218148,3.768117
17.240000,0.218148,3.770298
17.250000,0.218147,3.772480
17.260000,0.218147,3.774661
17.270000,0.218146,3.776843
17.280000,0.218146,3.779024
17.290000,0.218145,3.781206
17.300000,0.218145,3.783387
17.310000,0.218144,3.785569
17.320000,0.218144,3.787750
17.330000,0.218143,3.789932
17.340000,0.218143,3.792113
17.350000,0.218142,3.794294
17.360000,0.218142,3.796476
17.370000,0.218141,3.798657
17.380000,0.218141,3.800839
17.390000,0.218140,3.803020
17.400000,0.218140,3.805201
17.410000,0.218140,3.807383
17.420000,0.218139,3.809564
17.430000,0.218139,3.811746
17.440000,0.218138,3.813927
17.450000,0.218138,3.816108
17.460000,0.218137,3.818290
17.470000,0.218137,3.820471
17.480000,0.218136,3.822653
17.490000,0.218136,3.824834
17.500000,0.218135,3.827015
17.510000,0.218135,3.829197
17.520000,0.218134,3.831378
17.530000,0.218134,3.833559
17.540000,0.218133,3.835741
17.550000,0.218133,3.837922
17.560000,0.218132,3.840103
17.570000,0.218132,3.842285
17.580000,0.218131,3.844466
17.590000,0.218131,3.846647
17.600000,0.218130,3.848829
17.610000,0.218130,3.851010
17.620000,0.218129,3.853191
17.630000,0.218129,3.855372
17.640000,0.218128,3.857554
17.650000,0.218128,3.859735
17.660000,0.218127,3.861916
17.670000,0.218127,3.864098
17.680000,0.218126,3.866279
17.690000,0.218126,3.868460
17.700000,0.218125,3.870641
17.710000,0.218125,3.872823
17.720000,0.218124,3.875004
17.730000,0.218124,3.877185
17.740000,0.218123,3.879366
17.750000,0.218123,3.881548
17.760000,0.218122,3.883729
17.770000,0.218122,3.885910
17.780000,0.218122,3.888091
17.790000,0.218121,3.890272
17.800000,0.218121,3.892454
17.810000,0.218120,3.894635
17.820000,0.218120,3.896816
17.830000,0.218119,3.898997
17.840000,0.218119,3.901178
17.850000,0.218118,3.903360
17.860000,0.218118,3.905541
17.870000,0.218117,3.907722
17.880000,0.218117,3.909903
17.890000,0.218116,3.912084
17.900000,0.218116,3.914266
17.910000,0.218115,3.916447
17.920000,0.218115,3.918628
17.930000,0.218114,3.920809
17.940000,0.218114,3.922990
17.950000,0.218113,3.925171
17.960000,0.218113,3.927352
17.970000,0.218112,3.929534
17.980000,0.218112,3.931715
17.990000,0.218111,3.933896
18.000000,0.218111,3.936077
18.010000,0.218110,3.938258
18.020000,0.218110,3.940439
18.030000,0.218109,3.942620
18.040000,0.218109,3.944801
18.050000,0.218108,3.946982
18.060000,0.218108,3.949163
18.070000,0.218107,3.951345
18.080000,0.218107,3.953526
18.090000,0.218106,3.955707
18.100000,0.218106,3.957888
18.110000,0.218105,3.960069
18.120000,0.218105,3.962250
18.130000,0.218104,3.964431
18.140000,0.218104,3.966612
18.150000,0.218104,3.968793
18.160000,0.218103,3.970974
18.170000,0.218103,3.973155
18.180000,0.218102,3.975336
18.190000,0.218102,3.977517
18.200000,0.218101,3.979698
18.210000,0.218101,3.981879
18.220000,0.218100,3.984060
18.230000,0.218100,3.986241
18.240000,0.218099,3.988422
18.250000,0.218099,3.990603
18.260000,0.218098,3.992784
18.270000,0.218098,3.994965
18.280000,0.218097,3.997146
18.290000,0.218097,3.999327
18.300000,0.218096,4.001508
18.310000,0.218096,4.003689
18.320000,0.218095,4.005870
18.330000,0.218095,4.008051
18.340000,0.218094,4.010232
18.350000,0.218094,4.012413
18.360000,0.218093,4.014594
18.370000,0.218093,4.016775
18.380000,0.218092,4.018956
18.390000,0.218092,4.021136
18.400000,0.218091,4.023317
18.410000,0.218091,4.025498
18.420000,0.218090,4.027679
18.430000,0.218090,4.029860
18.440000,0.218089,4.032041
18.450000,0.218089,4.034222
18.460000,0.218088,4.036403
18.470000,0.218088,4.038584
18.480000,0.218087,4.040765
18.490000,0.218087,4.042945
18.500000,0.218087,4.045126
18.510000,0.218086,4.047307
18.520000,0.218086,4.049488
18.530000,0.218085,4.051669
