t, acceleration, velocity
18.540000,0.218085,4.053850
18.550000,0.218084,4.056031
18.560000,0.218084,4.058211
18.570000,0.218083,4.060392
18.580000,0.218083,4.062573
18.590000,0.218082,4.064754
18.600000,0.218082,4.066935
18.610000,0.218081,4.069116
18.620000,0.218081,4.071296
18.630000,0.218080,4.073477
18.640000,0.218080,4.075658
18.650000,0.218079,4.077839
18.660000,0.218079,4.080020
18.670000,0.218078,4.082200
18.680000,0.218078,4.084381
18.690000,0.218077,4.086562
18.700000,0.218077,4.088743
18.710000,0.218076,4.090923
18.720000,0.218076,4.093104
18.730000,0.218075,4.095285
18.740000,0.218075,4.097466
18.750000,0.218074,4.099646
18.760000,0.218074,4.101827
18.770000,0.218073,4.104008
18.780000,0.218073,4.106189
18.790000,0.218072,4.108369
18.800000,0.218072,4.110550
18.810000,0.218071,4.112731
18.820000,0.218071,4.114912
18.830000,0.218070,4.117092
18.840000,0.218070,4.119273
18.850000,0.218069,4.121454
18.860000,0.218069,4.123634
18.870000,0.218069,4.125815
18.880000,0.218068,4.127996
18.890000,0.218068,4.130176
18.900000,0.218067,4.132357
18.910000,0.218067,4.134538
18.920000,0.218066,4.136718
18.930000,0.218066,4.138899
18.940000,0.218065,4.141080
18.950000,0.218065,4.143260
18.960000,0.218064,4.145441
18.970000,0.218064,4.147622
18.980000,0.218063,4.149802
18.990000,0.218063,4.151983
19.000000,0.218062,4.154164
19.010000,0.218062,4.156344
19.020000,0.218061,4.158525
19.030000,0.218061,4.160705
19.040000,0.218060,4.162886
19.050000,0.218060,4.165067
19.060000,0.218059,4.167247
19.070000,0.218059,4.169428
19.080000,0.218058,4.171608
19.090000,0.218058,4.173789
19.100000,0.218057,4.175970
19.110000,0.218057,4.178150
19.120000,0.218056,4.180331
19.130000,0.218056,4.182511
19.140000,0.218055,4.184692
19.150000,0.218055,4.186872
19.160000,0.218054,4.189053
19.170000,0.218054,4.191234
19.180000,0.218053,4.193414
19.190000,0.218053,4.195595
19.200000,0.218052,4.197775
19.210000,0.218052,4.199956
19.220000,0.218051,4.202136
19.230000,0.218051,4.204317
19.240000,0.218051,4.206497
19.250000,0.218050,4.208678
19.260000,0.218050,4.210858
19.270000,0.218049,4.213039
19.280000,0.218049,4.215219
19.290000,0.218048,4.217400
19.300000,0.218048,4.219580
19.310000,0.218047,4.221761
19.320000,0.218047,4.223941
19.330000,0.218046,4.226122
19.340000,0.218046,4.228302
19.350000,0.218045,4.230482
19.360000,0.218045,4.232663
19.370000,0.218044,4.234843
19.380000,0.218044,4.237024
19.390000,0.218043,4.239204
19.400000,0.218043,4.241385
19.410000,0.218042,4.243565
19.420000,0.218042,4.245746
19.430000,0.218041,4.247926
19.440000,0.218041,4.250106
19.450000,0.218040,4.252287
19.460000,0.218040,4.254467
19.470000,0.218039,4.256648
19.480000,0.218039,4.258828
19.490000,0.218038,4.261008
19.500000,0.218038,4.263189
19.510000,0.218037,4.265369
19.520000,0.218037,4.267550
19.530000,0.218036,4.269730
19.540000,0.218036,4.271910
19.550000,0.218035,4.274091
19.560000,0.218035,4.276271
19.570000,0.218034,4.278451
19.580000,0.218034,4.280632
19.590000,0.218034,4.282812
19.600000,0.218033,4.284992
19.610000,0.218033,4.287173
19.620000,0.218032,4.289353
19.630000,0.218032,4.291533
19.640000,0.218031,4.293714
19.650000,0.218031,4.295894
19.660000,0.218030,4.298074
19.670000,0.218030,4.300255
19.680000,0.218029,4.302435
19.690000,0.218029,4.304615
19.700000,0.218028,4.306795
19.710000,0.218028,4.308976
19.720000,0.218027,4.311156
19.730000,0.218027,4.313336
19.740000,0.218026,4.315517
19.750000,0.218026,4.317697
19.760000,0.218025,4.319877
19.770000,0.218025,4.322057
19.780000,0.218024,4.324238
19.790000,0.218024,4.326418
19.800000,0.218023,4.328598
19.810000,0.218023,4.330778
19.820000,0.218022,4.332958
19.830000,0.218022,4.335139
19.840000,0.218021,4.337319
19.850000,0.218021,4.339499
19.860000,0.218020,4.341679
19.870000,0.218020,4.343860
19.880000,0.218019,4.346040
19.890000,0.218019,4.348220
19.900000,0.218018,4.350400
19.910000,0.218018,4.352580
19.920000,0.218017,4.354760
19.930000,0.218017,4.356941
19.940000,0.218017,4.359121
19.950000,0.218016,4.361301
19.960000,0.218016,4.363481
19.970000,0.218015,4.365661
19.980000,0.218015,4.367841
19.990000,0.218014,4.370022
20.000000,0.218014,4.372202
20.010000,0.218013,4.374382
20.020000,0.218013,4.376562
20.030000,0.218012,4.378742
20.040000,0.218012,4.380922
20.050000,0.218011,4.383102
20.060000,0.218011,4.385282
20.070000,0.218010,4.387463
20.080000,0.218010,4.389643
20.090000,0.218009,4.391823
20.100000,0.218009,4.394003
20.110000,0.218008,4.396183
20.120000,0.218008,4.398363
20.130000,0.218007,4.400543
20.140000,0.218007,4.402723
20.150000,0.218006,4.404903
20.160000,0.218006,4.407083
20.170000,0.218005,4.409263
20.180000,0.218005,4.411443
20.190000,0.218004,4.413623
20.200000,0.218004,4.415804
20.210000,0.218003,4.417984
20.220000,0.218003,4.420164
20.230000,0.218002,4.422344
20.240000,0.218002,4.424524
20.250000,0.218001,4.426704
20.260000,0.218001,4.428884
20.270000,0.218000,4.431064
20.280000,0.218000,4.433244
20.290000,0.217999,4.435424
20.300000,0.217999,4.437604
20.310000,0.217999,4.439784
20.320000,0.217998,4.441964
20.330000,0.217998,4.444144
20.340000,0.217997,4.446324
20.350000,0.217997,4.448504
20.360000,0.217996,4.450684
20.370000,0.217996,4.452864
20.380000,0.217995,4.455043
20.390000,0.217995,4.457223
20.400000,0.217994,4.459403
20.410000,0.217994,4.461583
20.420000,0.217993,4.463763
20.430000,0.217993,4.465943
20.440000,0.217992,4.468123
20.450000,0.217992,4.470303
20.460000,0.217991,4.472483
20.470000,0.217991,4.474663
20.480000,0.217990,4.476843
20.490000,0.217990,4.479023
20.500000,0.217989,4.481203
20.510000,0.217989,4.483382
20.520000,0.217988,4.485562
20.530000,0.217988,4.487742
20.540000,0.217987,4.489922
20.550000,0.217987,4.492102
20.560000,0.217986,4.494282
20.570000,0.217986,4.496462
20.580000,0.217985,4.498642
20.590000,0.217985,4.500821
20.600000,0.217984,4.503001
20.610000,0.217984,4.505181
20.620000,0.217983,4.507361
20.630000,0.217983,4.509541
20.640000,0.217982,4.511721
20.650000,0.217982,4.513900
20.660000,0.217982,4.516080
20.670000,0.217981,4.518260
20.680000,0.217981,4.520440
20.690000,0.217980,4.522620
20.700000,0.217980,4.524800
20.710000,0.217979,4.526979
20.720000,0.217979,4.529159
20.730000,0.217978,4.531339
20.740000,0.217978,4.533519
20.750000,0.217977,4.535698
20.760000,0.217977,4.537878
20.770000,0.217976,4.540058
20.780000,0.217976,4.542238
20.790000,0.217975,4.544418
20.800000,0.217975,4.546597
20.810000,0.217974,4.548777
20.820000,0.217974,4.550957
20.830000,0.217973,4.553136
20.840000,0.217973,4.555316
20.850000,0.217972,4.557496
20.860000,0.217972,4.559676
20.870000,0.217971,4.561855
20.880000,0.217971,4.564035
20.890000,0.217970,4.566215
20.900000,0.217970,4.568395
20.910000,0.217969,4.570574
20.920000,0.217969,4.572754
20.930000,0.217968,4.574934
20.940000,0.217968,4.577113
20.950000,0.217967,4.579293
20.960000,0.217967,4.581473
20.970000,0.217966,4.583652
20.980000,0.217966,4.585832
20.990000,0.217965,4.588012
21.000000,0.217965,4.590191
21.010000,0.217965,4.592371
21.020000,0.217964,4.594551
21.030000,0.217964,4.596730
21.040000,0.217963,4.598910
21.050000,0.217963,4.601089
21.060000,0.217962,4.603269
21.070000,0.217962,4.605449
21.080000,0.217961,4.607628
21.090000,0.217961,4.609808
21.100000,0.217960,4.611988
21.110000,0.217960,4.614167
21.120000,0.217959,4.616347
21.130000,0.217959,4.618526
21.140000,0.217958,4.620706
21.150000,0.217958,4.622886
21.160000,0.217957,4.625065
21.170000,0.217957,4.627245
21.180000,0.217956,4.629424
21.190000,0.217956,4.631604
21.200000,0.217955,4.633783
21.210000,0.217955,4.635963
21.220000,0.217954,4.638142
21.230000,0.217954,4.640322
21.240000,0.217953,4.642502
21.250000,0.217953,4.644681
21.260000,0.217952,4.646861
21.270000,0.217952,4.649040
21.280000,0.217951,4.651220
21.290000,0.217951,4.653399
21.300000,0.217950,4.655579
21.310000,0.217950,4.657758
21.320000,0.217949,4.659938
21.330000,0.217949,4.662117
21.340000,0.217948,4.664297
21.350000,0.217948,4.666476
21.360000,0.217947,4.668656
21.370000,0.217947,4.670835
21.380000,0.217947,4.673015
21.390000,0.217946,4.675194
21.400000,0.217946,4.677373
21.410000,0.217945,4.679553
21.420000,0.217945,4.681732
21.430000,0.217944,4.683912
21.440000,0.217944,4.686091
21.450000,0.217943,4.688271
21.460000,0.217943,4.690450
21.470000,0.217942,4.692630
21.480000,0.217942,4.694809
21.490000,0.217941,4.696988
21.500000,0.217941,4.699168
21.510000,0.217940,4.701347
21.520000,0.217940,4.703527
21.530000,0.217939,4.705706
21.540000,0.217939,4.707885
21.550000,0.217938,4.710065
21.560000,0.217938,4.712244
21.570000,0.217937,4.714424
21.580000,0.217937,4.716603
21.590000,0.217936,4.718782
21.600000,0.217936,4.720962
21.610000,0.217935,4.723141
21.620000,0.217935,4.725320
21.630000,0.217934,4.727500
21.640000,0.217934,4.729679
21.650000,0.217933,4.731858
21.660000,0.217933,4.734038
21.670000,0.217932,4.736217
21.680000,0.217932,4.738396
21.690000,0.217931,4.740576
21.700000,0.217931,4.742755
21.710000,0.217930,4.744934
21.720000,0.217930,4.747114
21.730000,0.217930,4.749293
21.740000,0.217929,4.751472
21.750000,0.217929,4.753652
21.760000,0.217928,4.755831
21.770000,0.217928,4.758010
21.780000,0.217927,4.760189
21.790000,0.217927,4.762369
21.800000,0.217926,4.764548
21.810000,0.217926,4.766727
21.820000,0.217925,4.768906
21.830000,0.217925,4.771086
21.840000,0.217924,4.773265
21.850000,0.217924,4.775444
21.860000,0.217923,4.777623
21.870000,0.217923,4.779803
21.880000,0.217922,4.781982
21.890000,0.217922,4.784161
21.900000,0.217921,4.786340
21.910000,0.217921,4.788520
21.920000,0.217920,4.790699
21.930000,0.217920,4.792878
21.940000,0.217919,4.795057
21.950000,0.217919,4.797236
21.960000,0.217918,4.799416
21.970000,0.217918,4.801595
21.980000,0.217917,4.803774
21.990000,0.217917,4.805953
22.000000,0.217916,4.808132
22.010000,0.217916,4.810311
22.020000,0.217915,4.812491
22.030000,0.217915,4.814670
22.040000,0.217914,4.816849
22.050000,0.217914,4.819028
22.060000,0.217913,4.821207
22.070000,0.217913,4.823386
22.080000,0.217913,4.825565
22.090000,0.217912,4.827745
22.100000,0.217912,4.829924
22.110000,0.217911,4.832103
22.120000,0.217911,4.834282
22.130000,0.217910,4.836461
22.140000,0.217910,4.838640
22.150000,0.217909,4.840819
22.160000,0.217909,4.842998
22.170000,0.217908,4.845177
22.180000,0.217908,4.847356
22.190000,0.217907,4.849535
22.200000,0.217907,4.851715
22.210000,0.217906,4.853894
22.220000,0.217906,4.856073
22.230000,0.217905,4.858252
22.240000,0.217905,4.860431
22.250000,0.217904,4.862610
22.260000,0.217904,4.864789
22.270000,0.217903,4.866968
22.280000,0.217903,4.869147
22.290000,0.217902,4.871326
22.300000,0.217902,4.873505
22.310000,0.217901,4.875684
22.320000,0.217901,4.877863
22.330000,0.217900,4.880042
22.340000,0.217900,4.882221
22.350000,0.217899,4.884400
22.360000,0.217899,4.886579
22.370000,0.217898,4.888758
22.380000,0.217898,4.890937
22.390000,0.217897,4.893116
22.400000,0.217897,4.895295
22.410000,0.217896,4.897474
22.420000,0.217896,4.899653
22.430000,0.217896,4.901832
22.440000,0.217895,4.904011
22.450000,0.217895,4.906190
22.460000,0.217894,4.908369
22.470000,0.217894,4.910548
22.480000,0.217893,4.912727
22.490000,0.217893,4.914906
22.500000,0.217892,4.917084
22.510000,0.217892,4.919263
22.520000,0.217891,4.921442
22.530000,0.217891,4.923621
22.540000,0.217890,4.925800
22.550000,0.217890,4.927979
22.560000,0.217889,4.930158
22.570000,0.217889,4.932337
22.580000,0.217888,4.934516
22.590000,0.217888,4.936695
22.600000,0.217887,4.938873
22.610000,0.217887,4.941052
22.620000,0.217886,4.943231
22.630000,0.217886,4.945410
22.640000,0.217885,4.947589
22.650000,0.217885,4.949768
22.660000,0.217884,4.951947
22.670000,0.217884,4.954125
22.680000,0.217883,4.956304
22.690000,0.217883,4.958483
22.700000,0.217882,4.960662
22.710000,0.217882,4.962841
22.720000,0.217881,4.965020
22.730000,0.217881,4.967198
22.740000,0.217880,4.969377
22.750000,0.217880,4.971556
22.760000,0.217879,4.973735
22.770000,0.217879,4.975914
22.780000,0.217879,4.978092
22.790000,0.217878,4.980271
22.800000,0.217878,4.982450
22.810000,0.217877,4.984629
22.820000,0.217877,4.986808
22.830000,0.217876,4.988986
22.840000,0.217876,4.991165
22.850000,0.217875,4.993344
22.860000,0.217875,4.995523
22.870000,0.217874,4.997701
22.880000,0.217874,4.999880
22.890000,0.217873,5.002059
22.900000,0.217873,5.004238
22.910000,0.217872,5.006416
22.920000,0.217872,5.008595
22.930000,0.217871,5.010774
22.940000,0.217871,5.012952
22.950000,0.217870,5.015131
22.960000,0.217870,5.017310
22.970000,0.217869,5.019488
22.980000,0.217869,5.021667
22.990000,0.217868,5.023846
23.000000,0.217868,5.026025
23.010000,0.217867,5.028203
23.020000,0.217867,5.030382
23.030000,0.217866,5.032561
23.040000,0.217866,5.034739
23.050000,0.217865,5.036918
23.060000,0.217865,5.039097
23.070000,0.217864,5.041275
23.080000,0.217864,5.043454
23.090000,0.217863,5.045632
23.100000,0.217863,5.047811
23.110000,0.217862,5.049990
23.120000,0.217862,5.052168
23.130000,0.217862,5.054347
23.140000,0.217861,5.056526
23.150000,0.217861,5.058704
23.160000,0.217860,5.060883
23.170000,0.217860,5.063061
23.180000,0.217859,5.065240
23.190000,0.217859,5.067419
23.200000,0.217858,5.069597
23.210000,0.217858,5.071776
23.220000,0.217857,5.073954
23.230000,0.217857,5.076133
23.240000,0.217856,5.078311
23.250000,0.217856,5.080490
23.260000,0.217855,5.082669
23.270000,0.217855,5.084847
23.280000,0.217854,5.087026
23.290000,0.217854,5.089204
23.300000,0.217853,5.091383
23.310000,0.217853,5.093561
23.320000,0.217852,5.095740
23.330000,0.217852,5.097918
23.340000,0.217851,5.100097
23.350000,0.217851,5.102275
23.360000,0.217850,5.104454
23.370000,0.217850,5.106632
23.380000,0.217849,5.108811
23.390000,0.217849,5.110989
23.400000,0.217848,5.113168
23.410000,0.217848,5.115346
23.420000,0.217847,5.117525
23.430000,0.217847,5.119703
23.440000,0.217846,5.121882
23.450000,0.217846,5.124060
23.460000,0.217845,5.126239
23.470000,0.217845,5.128417
23.480000,0.217845,5.130596
23.490000,0.217844,5.132774
23.500000,0.217844,5.134953
23.510000,0.217843,5.137131
23.520000,0.217843,5.139309
23.530000,0.217842,5.141488
23.540000,0.217842,5.143666
23.550000,0.217841,5.145845
23.560000,0.217841,5.148023
23.570000,0.217840,5.150201
23.580000,0.217840,5.152380
23.590000,0.217839,5.154558
23.600000,0.217839,5.156737
23.610000,0.217838,5.158915
23.620000,0.217838,5.161093
23.630000,0.217837,5.163272
23.640000,0.217837,5.165450
23.650000,0.217836,5.167629
23.660000,0.217836,5.169807
23.670000,0.217835,5.171985
23.680000,0.217835,5.174164
23.690000,0.217834,5.176342
23.700000,0.217834,5.178520
23.710000,0.217833,5.180699
23.720000,0.217833,5.182877
23.730000,0.217832,5.185055
23.740000,0.217832,5.187234
23.750000,0.217831,5.189412
23.760000,0.217831,5.191590
23.770000,0.217830,5.193769
23.780000,0.217830,5.195947
23.790000,0.217829,5.198125
23.800000,0.217829,5.200303
23.810000,0.217828,5.202482
23.820000,0.217828,5.204660
23.830000,0.217828,5.206838
23.840000,0.217827,5.209017
23.850000,0.217827,5.211195
23.860000,0.217826,5.213373
23.870000,0.217826,5.215551
23.880000,0.217825,5.217730
23.890000,0.217825,5.219908
23.900000,0.217824,5.222086
23.910000,0.217824,5.224264
23.920000,0.217823,5.226443
23.930000,0.217823,5.228621
23.940000,0.217822,5.230799
23.950000,0.217822,5.232977
23.960000,0.217821,5.235156
23.970000,0.217821,5.237334
23.980000,0.217820,5.239512
23.990000,0.217820,5.241690
24.000000,0.217819,5.243868
24.010000,0.217819,5.246047
24.020000,0.217818,5.248225
24.030000,0.217818,5.250403
24.040000,0.217817,5.252581
24.050000,0.217817,5.254759
24.060000,0.217816,5.256937
24.070000,0.217816,5.259116
24.080000,0.217815,5.261294
24.090000,0.217815,5.263472
24.100000,0.217814,5.265650
24.110000,0.217814,5.267828
24.120000,0.217813,5.270006
24.130000,0.217813,5.272184
24.140000,0.217812,5.274363
24.150000,0.217812,5.276541
24.160000,0.217811,5.278719
24.170000,0.217811,5.280897
24.180000,0.217811,5.283075
24.190000,0.217810,5.285253
24.200000,0.217810,5.287431
24.210000,0.217809,5.289609
24.220000,0.217809,5.291787
24.230000,0.217808,5.293966
24.240000,0.217808,5.296144
24.250000,0.217807,5.298322
24.260000,0.217807,5.300500
24.270000,0.217806,5.302678
24.280000,0.217806,5.304856
24.290000,0.217805,5.307034
24.300000,0.217805,5.309212
24.310000,0.217804,5.311390
24.320000,0.217804,5.313568
24.330000,0.217803,5.315746
24.340000,0.217803,5.317924
24.350000,0.217802,5.320102
24.360000,0.217802,5.322280
24.370000,0.217801,5.324458
24.380000,0.217801,5.326636
24.390000,0.217800,5.328814
24.400000,0.217800,5.330992
24.410000,0.217799,5.333170
24.420000,0.217799,5.335348
24.430000,0.217798,5.337526
24.440000,0.217798,5.339704
24.450000,0.217797,5.341882
24.460000,0.217797,5.344060
24.470000,0.217796,5.346238
24.480000,0.217796,5.348416
24.490000,0.217795,5.350594
24.500000,0.217795,5.352772
24.510000,0.217794,5.354950
24.520000,0.217794,5.357128
24.530000,0.217794,5.359306
24.540000,0.217793,5.361484
24.550000,0.217793,5.363662
24.560000,0.217792,5.365840
24.570000,0.217792,5.368018
24.580000,0.217791,5.370195
24.590000,0.217791,5.372373
24.600000,0.217790,5.374551
24.610000,0.217790,5.376729
24.620000,0.217789,5.378907
24.630000,0.217789,5.381085
24.640000,0.217788,5.383263
24.650000,0.217788,5.385441
24.660000,0.217787,5.387619
24.670000,0.217787,5.389797
24.680000,0.217786,5.391974
24.690000,0.217786,5.394152
24.700000,0.217785,5.396330
24.710000,0.217785,5.398508
24.720000,0.217784,5.400686
24.730000,0.217784,5.402864
24.740000,0.217783,5.405041
24.750000,0.217783,5.407219
24.760000,0.217782,5.409397
24.770000,0.217782,5.411575
24.780000,0.217781,5.413753
24.790000,0.217781,5.415931
24.800000,0.217780,5.418108
24.810000,0.217780,5.420286
24.820000,0.217779,5.422464
24.830000,0.217779,5.424642
24.840000,0.217778,5.426820
24.850000,0.217778,5.428997
24.860000,0.217777,5.431175
24.870000,0.217777,5.433353
24.880000,0.217777,5.435531
24.890000,0.217776,5.437708
24.900000,0.217776,5.439886
24.910000,0.217775,5.442064
24.920000,0.217775,5.444242
24.930000,0.217774,5.446419
24.940000,0.217774,5.448597
24.950000,0.217773,5.450775
24.960000,0.217773,5.452953
24.970000,0.217772,5.455130
24.980000,0.217772,5.457308
24.990000,0.217771,5.459486
25.000000,0.217771,5.461664
25.010000,0.217770,5.463841
25.020000,0.217770,5.466019
25.030000,0.217769,5.468197
25.040000,0.217769,5.470374
25.050000,0.217768,5.472552
25.060000,0.217768,5.474730
25.070000,0.217767,5.476907
25.080000,0.217767,5.479085
25.090000,0.217766,5.481263
25.100000,0.217766,5.483440
25.110000,0.217765,5.485618
25.120000,0.217765,5.487796
25.130000,0.217764,5.489973
25.140000,0.217764,5.492151
25.150000,0.217763,5.494329
25.160000,0.217763,5.496506
25.170000,0.217762,5.498684
25.180000,0.217762,5.500862
25.190000,0.217761,5.503039
25.200000,0.217761,5.505217
25.210000,0.217761,5.507394
25.220000,0.217760,5.509572
25.230000,0.217760,5.511750
25.240000,0.217759,5.513927
25.250000,0.217759,5.516105
25.260000,0.217758,5.518282
25.270000,0.217758,5.520460
25.280000,0.217757,5.522638
25.290000,0.217757,5.524815
25.300000,0.217756,5.526993
25.310000,0.217756,5.529170
25.320000,0.217755,5.531348
25.330000,0.217755,5.533525
25.340000,0.217754,5.535703
25.350000,0.217754,5.537880
25.360000,0.217753,5.540058
25.370000,0.217753,5.542235
25.380000,0.217752,5.544413
25.390000,0.217752,5.546591
25.400000,0.217751,5.548768
25.410000,0.217751,5.550946
25.420000,0.217750,5.553123
25.430000,0.217750,5.555301
25.440000,0.217749,5.557478
25.450000,0.217749,5.559656
25.460000,0.217748,5.561833
25.470000,0.217748,5.564011
25.480000,0.217747,5.566188
25.490000,0.217747,5.568365
25.500000,0.217746,5.570543
25.510000,0.217746,5.572720
25.520000,0.217745,5.574898
25.530000,0.217745,5.577075
25.540000,0.217744,5.579253
25.550000,0.217744,5.581430
25.560000,0.217744,5.583608
25.570000,0.217743,5.585785
25.580000,0.217743,5.587963
25.590000,0.217742,5.590140
25.600000,0.217742,5.592317
25.610000,0.217741,5.594495
25.620000,0.217741,5.596672
25.630000,0.217740,5.598850
25.640000,0.217740,5.601027
25.650000,0.217739,5.603204
25.660000,0.217739,5.605382
25.670000,0.217738,5.607559
25.680000,0.217738,5.609737
25.690000,0.217737,5.611914
25.700000,0.217737,5.614091
25.710000,0.217736,5.616269
25.720000,0.217736,5.618446
25.730000,0.217735,5.620623
25.740000,0.217735,5.622801
25.750000,0.217734,5.624978
25.760000,0.217734,5.627155
25.770000,0.217733,5.629333
25.780000,0.217733,5.631510
25.790000,0.217732,5.633687
25.800000,0.217732,5.635865
25.810000,0.217731,5.638042
25.820000,0.217731,5.640219
25.830000,0.217730,5.642397
25.840000,0.217730,5.644574
25.850000,0.217729,5.646751
25.860000,0.217729,5.648929
25.870000,0.217728,5.651106
25.880000,0.217728,5.653283
25.890000,0.217727,5.655460
25.900000,0.217727,5.657638
25.910000,0.217727,5.659815
25.920000,0.217726,5.661992
25.930000,0.217726,5.664170
25.940000,0.217725,5.666347
25.950000,0.217725,5.668524
25.960000,0.217724,5.670701
25.970000,0.217724,5.672879
25.980000,0.217723,5.675056
25.990000,0.217723,5.677233
26.000000,0.217722,5.679410
26.010000,0.217722,5.681587
26.020000,0.217721,5.683765
26.030000,0.217721,5.685942
26.040000,0.217720,5.688119
26.050000,0.217720,5.690296
26.060000,0.217719,5.692473
26.070000,0.217719,5.694651
26.080000,0.217718,5.696828
26.090000,0.217718,5.699005
26.100000,0.217717,5.701182
26.110000,0.217717,5.703359
26.120000,0.217716,5.705537
26.130000,0.217716,5.707714
26.140000,0.217715,5.709891
26.150000,0.217715,5.712068
26.160000,0.217714,5.714245
26.170000,0.217714,5.716422
26.180000,0.217713,5.718599
26.190000,0.217713,5.720777
26.200000,0.217712,5.722954
26.210000,0.217712,5.725131
26.220000,0.217711,5.727308
26.230000,0.217711,5.729485
26.240000,0.217711,5.731662
26.250000,0.217710,5.733839
26.260000,0.217710,5.736016
26.270000,0.217709,5.738194
26.280000,0.217709,5.740371
26.290000,0.217708,5.742548
26.300000,0.217708,5.744725
26.310000,0.217707,5.746902
26.320000,0.217707,5.749079
26.330000,0.217706,5.751256
26.340000,0.217706,5.753433
26.350000,0.217705,5.755610
26.360000,0.217705,5.757787
26.370000,0.217704,5.759964
26.380000,0.217704,5.762141
26.390000,0.217703,5.764318
26.400000,0.217703,5.766495
26.410000,0.217702,5.768672
26.420000,0.217702,5.770849
26.430000,0.217701,5.773026
26.440000,0.217701,5.775203
26.450000,0.217700,5.777380
26.460000,0.217700,5.779557
26.470000,0.217699,5.781734
26.480000,0.217699,5.783911
26.490000,0.217698,5.786088
26.500000,0.217698,5.788265
26.510000,0.217697,5.790442
26.520000,0.217697,5.792619
26.530000,0.217696,5.794796
26.540000,0.217696,5.796973
26.550000,0.217695,5.799150
26.560000,0.217695,5.801327
26.570000,0.217694,5.803504
26.580000,0.217694,5.805681
26.590000,0.217694,5.807858
26.600000,0.217693,5.810035
26.610000,0.217693,5.812212
26.620000,0.217692,5.814389
26.630000,0.217692,5.816566
26.640000,0.217691,5.818743
26.650000,0.217691,5.820920
26.660000,0.217690,5.823096
26.670000,0.217690,5.825273
26.680000,0.217689,5.827450
26.690000,0.217689,5.829627
26.700000,0.217688,5.831804
26.710000,0.217688,5.833981
26.720000,0.217687,5.836158
26.730000,0.217687,5.838335
26.740000,0.217686,5.840512
26.750000,0.217686,5.842688
26.760000,0.217685,5.844865
26.770000,0.217685,5.847042
26.780000,0.217684,5.849219
26.790000,0.217684,5.851396
26.800000,0.217683,5.853573
26.810000,0.217683,5.855749
26.820000,0.217682,5.857926
26.830000,0.217682,5.860103
26.840000,0.217681,5.862280
26.850000,0.217681,5.864457
26.860000,0.217680,5.866634
26.870000,0.217680,5.868810
26.880000,0.217679,5.870987
26.890000,0.217679,5.873164
26.900000,0.217678,5.875341
26.910000,0.217678,5.877518
26.920000,0.217678,5.879694
26.930000,0.217677,5.881871
26.940000,0.217677,5.884048
26.950000,0.217676,5.886225
26.960000,0.217676,5.888401
26.970000,0.217675,5.890578
26.980000,0.217675,5.892755
26.990000,0.217674,5.894932
27.000000,0.217674,5.897108
27.010000,0.217673,5.899285
27.020000,0.217673,5.901462
27.030000,0.217672,5.903639
27.040000,0.217672,5.905815
27.050000,0.217671,5.907992
27.060000,0.217671,5.910169
27.070000,0.217670,5.912345
27.080000,0.217670,5.914522
27.090000,0.217669,5.916699
27.100000,0.217669,5.918876
27.110000,0.217668,5.921052
27.120000,0.217668,5.923229
27.130000,0.217667,5.925406
27.140000,0.217667,5.927582
27.150000,0.217666,5.929759
27.160000,0.217666,5.931936
27.170000,0.217665,5.934112
27.180000,0.217665,5.936289
27.190000,0.217664,5.938466
27.200000,0.217664,5.940642
27.210000,0.217663,5.942819
27.220000,0.217663,5.944995
27.230000,0.217662,5.947172
27.240000,0.217662,5.949349
27.250000,0.217661,5.951525
27.260000,0.217661,5.953702
27.270000,0.217661,5.955879
27.280000,0.217660,5.958055
27.290000,0.217660,5.960232
27.300000,0.217659,5.962408
27.310000,0.217659,5.964585
27.320000,0.217658,5.966762
27.330000,0.217658,5.968938
27.340000,0.217657,5.971115
27.350000,0.217657,5.973291
27.360000,0.217656,5.975468
27.370000,0.217656,5.977644
27.380000,0.217655,5.979821
27.390000,0.217655,5.981997
27.400000,0.217654,5.984174
27.410000,0.217654,5.986351
27.420000,0.217653,5.988527
27.430000,0.217653,5.990704
27.440000,0.217652,5.992880
27.450000,0.217652,5.995057
27.460000,0.217651,5.997233
27.470000,0.217651,5.999410
27.480000,0.217650,6.001586
27.490000,0.217650,6.003763
27.500000,0.217649,6.005939
27.510000,0.217649,6.008116
27.520000,0.217648,6.010292
27.530000,0.217648,6.012469
27.540000,0.217647,6.014645
27.550000,0.217647,6.016822
27.560000,0.217646,6.018998
27.570000,0.217646,6.021175
27.580000,0.217645,6.023351
27.590000,0.217645,6.025527
27.600000,0.217645,6.027704
27.610000,0.217644,6.029880
27.620000,0.217644,6.032057
27.630000,0.217643,6.034233
27.640000,0.217643,6.036410
27.650000,0.217642,6.038586
27.660000,0.217642,6.040763
27.670000,0.217641,6.042939
27.680000,0.217641,6.045115
27.690000,0.217640,6.047292
27.700000,0.217640,6.049468
27.710000,0.217639,6.051645
27.720000,0.217639,6.053821
27.730000,0.217638,6.055997
27.740000,0.217638,6.058174
27.750000,0.217637,6.060350
27.760000,0.217637,6.062526
27.770000,0.217636,6.064703
27.780000,0.217636,6.066879
27.790000,0.217635,6.069056
27.800000,0.217635,6.071232
27.810000,0.217634,6.073408
27.820000,0.217634,6.075585
27.830000,0.217633,6.077761
27.840000,0.217633,6.079937
27.850000,0.217632,6.082114
